analyzed-sentence-1.txt,Negative
analyzed-sentence-2.txt,Neutral
analyzed-sentence-3.txt,Negative
analyzed-sentence-4.txt,Negative
analyzed-sentence-5.txt,Neutral
analyzed-sentence-6.txt,Negative
analyzed-sentence-7.txt,Negative
analyzed-sentence-8.txt,Neutral
analyzed-sentence-9.txt,Negative
analyzed-sentence-10.txt,Negative
analyzed-sentence-11.txt,Negative
analyzed-sentence-12.txt,Negative
analyzed-sentence-13.txt,Negative
analyzed-sentence-14.txt,Neutral
analyzed-sentence-15.txt,Negative
analyzed-sentence-16.txt,Negative
analyzed-sentence-17.txt,Negative
analyzed-sentence-18.txt,Negative
analyzed-sentence-19.txt,Neutral
analyzed-sentence-20.txt,Positive
analyzed-sentence-21.txt,Negative
analyzed-sentence-22.txt,Neutral
analyzed-sentence-23.txt,Positive
analyzed-sentence-24.txt,Neutral
analyzed-sentence-25.txt,Negative
analyzed-sentence-26.txt,Negative
analyzed-sentence-27.txt,Neutral
analyzed-sentence-28.txt,Negative
analyzed-sentence-29.txt,Negative
analyzed-sentence-30.txt,Negative
analyzed-sentence-31.txt,Neutral
analyzed-sentence-32.txt,Negative
analyzed-sentence-33.txt,Negative
analyzed-sentence-34.txt,Negative
analyzed-sentence-35.txt,Neutral
analyzed-sentence-36.txt,Negative
analyzed-sentence-37.txt,Negative
analyzed-sentence-38.txt,Negative
analyzed-sentence-39.txt,Neutral
analyzed-sentence-40.txt,Neutral
analyzed-sentence-41.txt,Negative
analyzed-sentence-42.txt,Negative
analyzed-sentence-43.txt,Negative
analyzed-sentence-44.txt,Neutral
analyzed-sentence-45.txt,Negative
analyzed-sentence-46.txt,Neutral
analyzed-sentence-47.txt,Negative
analyzed-sentence-48.txt,Negative
analyzed-sentence-49.txt,Neutral
analyzed-sentence-50.txt,Negative
analyzed-sentence-51.txt,Neutral
analyzed-sentence-52.txt,Neutral
analyzed-sentence-53.txt,Negative
analyzed-sentence-54.txt,Neutral
analyzed-sentence-55.txt,Neutral
analyzed-sentence-56.txt,Neutral
analyzed-sentence-57.txt,Neutral
analyzed-sentence-58.txt,Negative
analyzed-sentence-59.txt,Negative
analyzed-sentence-60.txt,Negative
analyzed-sentence-61.txt,Negative
analyzed-sentence-62.txt,Negative
analyzed-sentence-63.txt,Negative
analyzed-sentence-64.txt,Negative
analyzed-sentence-65.txt,Neutral
analyzed-sentence-66.txt,Neutral
analyzed-sentence-67.txt,Neutral
analyzed-sentence-68.txt,Negative
analyzed-sentence-69.txt,Neutral
analyzed-sentence-70.txt,Neutral
analyzed-sentence-71.txt,Negative
analyzed-sentence-72.txt,Negative
analyzed-sentence-73.txt,Negative
analyzed-sentence-74.txt,Negative
analyzed-sentence-75.txt,Negative
analyzed-sentence-76.txt,Negative
analyzed-sentence-77.txt,Neutral
analyzed-sentence-78.txt,Negative
analyzed-sentence-79.txt,Negative
analyzed-sentence-80.txt,Negative
analyzed-sentence-81.txt,Negative
analyzed-sentence-82.txt,Negative
analyzed-sentence-83.txt,Negative
analyzed-sentence-84.txt,Negative
analyzed-sentence-85.txt,Positive
analyzed-sentence-86.txt,Neutral
analyzed-sentence-87.txt,Negative
analyzed-sentence-88.txt,Negative
analyzed-sentence-89.txt,Negative
analyzed-sentence-90.txt,Negative
analyzed-sentence-91.txt,Negative
analyzed-sentence-92.txt,Positive
analyzed-sentence-93.txt,Neutral
analyzed-sentence-94.txt,Negative
analyzed-sentence-95.txt,Negative
analyzed-sentence-96.txt,Negative
analyzed-sentence-97.txt,Neutral
analyzed-sentence-98.txt,Negative
analyzed-sentence-99.txt,Negative
analyzed-sentence-100.txt,Negative
analyzed-sentence-101.txt,Negative
analyzed-sentence-102.txt,Negative
analyzed-sentence-103.txt,Negative
analyzed-sentence-104.txt,Negative
analyzed-sentence-105.txt,Neutral
analyzed-sentence-106.txt,Neutral
analyzed-sentence-107.txt,Negative
analyzed-sentence-108.txt,Negative
analyzed-sentence-109.txt,Negative
analyzed-sentence-110.txt,Neutral
analyzed-sentence-111.txt,Neutral
analyzed-sentence-112.txt,Neutral
analyzed-sentence-113.txt,Negative
analyzed-sentence-114.txt,Positive
analyzed-sentence-115.txt,Negative
analyzed-sentence-116.txt,Negative
analyzed-sentence-117.txt,Positive
analyzed-sentence-118.txt,Negative
analyzed-sentence-119.txt,Negative
